user_id,event_date,event_type,feature_name
557,2024-03-12,comment,Task Collaboration
136,2024-05-28,login,Authentication
855,2024-04-24,create_task,Task Management
16,2024-05-06,integrate_tool,Integrations
333,2024-01-26,create_task,Task Management
195,2024-02-23,login,Authentication
496,2024-06-18,login,Authentication
9,2024-05-18,login,Authentication
828,2024-06-13,login,Authentication
334,2024-05-04,upload_file,File Sharing
333,2024-01-11,login,Authentication
327,2024-01-27,login,Authentication
15,2024-04-03,login,Authentication
839,2024-03-23,upload_file,File Sharing
614,2024-02-03,login,Authentication
226,2024-02-07,login,Authentication
425,2024-03-27,assign_task,Task Collaboration
790,2024-03-05,create_task,Task Management
408,2024-05-10,login,Authentication
113,2024-06-04,login,Authentication
997,2024-05-21,upload_file,File Sharing
428,2024-02-21,complete_task,Task Completion
1,2024-01-30,login,Authentication
266,2024-04-22,login,Authentication
491,2024-05-22,login,Authentication
208,2024-06-14,upload_file,File Sharing
622,2024-05-21,assign_task,Task Collaboration
712,2024-01-08,upload_file,File Sharing
952,2024-03-12,comment,Task Collaboration
369,2024-05-26,complete_task,Task Completion
985,2024-02-01,integrate_tool,Integrations
306,2024-04-04,upload_file,File Sharing
12,2024-06-05,create_task,Task Management
345,2024-02-10,login,Authentication
465,2024-03-15,create_task,Task Management
700,2024-02-14,create_task,Task Management
666,2024-01-13,assign_task,Task Collaboration
494,2024-06-03,login,Authentication
368,2024-01-19,comment,Task Collaboration
846,2024-06-02,create_task,Task Management
937,2024-02-22,assign_task,Task Collaboration
420,2024-06-27,login,Authentication
889,2024-06-13,create_task,Task Management
791,2024-05-16,login,Authentication
171,2024-06-28,integrate_tool,Integrations
134,2024-01-03,create_task,Task Management
965,2024-04-05,login,Authentication
427,2024-05-15,login,Authentication
25,2024-01-14,comment,Task Collaboration
530,2024-04-29,login,Authentication
190,2024-05-10,complete_task,Task Completion
141,2024-05-31,create_task,Task Management
555,2024-01-13,login,Authentication
846,2024-06-19,comment,Task Collaboration
796,2024-06-05,login,Authentication
658,2024-03-12,upload_file,File Sharing
315,2024-06-27,login,Authentication
444,2024-06-18,complete_task,Task Completion
319,2024-06-07,assign_task,Task Collaboration
441,2024-06-02,upload_file,File Sharing
92,2024-05-25,login,Authentication
179,2024-03-22,login,Authentication
56,2024-02-26,comment,Task Collaboration
155,2024-01-07,comment,Task Collaboration
672,2024-04-21,login,Authentication
111,2024-02-17,create_task,Task Management
137,2024-03-20,login,Authentication
232,2024-04-28,assign_task,Task Collaboration
992,2024-04-29,login,Authentication
468,2024-02-29,login,Authentication
732,2024-02-02,login,Authentication
481,2024-04-24,create_task,Task Management
68,2024-05-07,login,Authentication
814,2024-01-03,complete_task,Task Completion
249,2024-01-04,login,Authentication
994,2024-04-09,complete_task,Task Completion
323,2024-01-04,create_task,Task Management
922,2024-02-11,create_task,Task Management
904,2024-01-09,login,Authentication
518,2024-02-20,assign_task,Task Collaboration
976,2024-05-24,comment,Task Collaboration
792,2024-05-24,create_task,Task Management
432,2024-04-06,login,Authentication
487,2024-01-20,complete_task,Task Completion
606,2024-05-21,complete_task,Task Completion
429,2024-01-22,create_task,Task Management
269,2024-06-28,assign_task,Task Collaboration
709,2024-01-27,create_task,Task Management
537,2024-02-12,login,Authentication
148,2024-05-10,login,Authentication
118,2024-04-03,create_task,Task Management
850,2024-01-08,upload_file,File Sharing
367,2024-03-26,login,Authentication
850,2024-03-29,assign_task,Task Collaboration
66,2024-05-17,integrate_tool,Integrations
970,2024-04-22,login,Authentication
813,2024-06-05,login,Authentication
370,2024-06-16,upload_file,File Sharing
175,2024-01-21,login,Authentication
831,2024-05-31,login,Authentication
588,2024-06-02,create_task,Task Management
495,2024-01-09,create_task,Task Management
973,2024-05-27,integrate_tool,Integrations
114,2024-02-05,assign_task,Task Collaboration
111,2024-02-05,create_task,Task Management
761,2024-03-13,create_task,Task Management
439,2024-05-29,complete_task,Task Completion
715,2024-01-01,login,Authentication
147,2024-03-09,login,Authentication
35,2024-02-06,complete_task,Task Completion
999,2024-03-12,complete_task,Task Completion
309,2024-04-16,login,Authentication
538,2024-04-05,login,Authentication
750,2024-05-20,create_task,Task Management
14,2024-03-24,login,Authentication
374,2024-02-12,comment,Task Collaboration
557,2024-02-06,login,Authentication
428,2024-01-25,login,Authentication
728,2024-05-28,create_task,Task Management
233,2024-06-17,complete_task,Task Completion
705,2024-03-13,create_task,Task Management
563,2024-06-18,create_task,Task Management
939,2024-02-11,complete_task,Task Completion
887,2024-01-02,create_task,Task Management
726,2024-05-15,create_task,Task Management
663,2024-04-05,create_task,Task Management
440,2024-03-01,login,Authentication
502,2024-01-14,create_task,Task Management
275,2024-04-22,create_task,Task Management
850,2024-03-17,login,Authentication
76,2024-01-21,login,Authentication
439,2024-05-31,login,Authentication
732,2024-06-26,create_task,Task Management
860,2024-06-21,login,Authentication
956,2024-03-04,login,Authentication
699,2024-06-02,complete_task,Task Completion
289,2024-06-08,create_task,Task Management
915,2024-02-26,login,Authentication
540,2024-04-28,comment,Task Collaboration
891,2024-06-09,login,Authentication
692,2024-02-21,comment,Task Collaboration
253,2024-04-04,comment,Task Collaboration
126,2024-05-25,comment,Task Collaboration
177,2024-06-11,comment,Task Collaboration
37,2024-05-19,login,Authentication
410,2024-06-27,comment,Task Collaboration
611,2024-03-29,login,Authentication
610,2024-01-10,login,Authentication
127,2024-02-21,complete_task,Task Completion
483,2024-02-03,create_task,Task Management
168,2024-04-24,complete_task,Task Completion
592,2024-06-15,login,Authentication
294,2024-05-15,create_task,Task Management
845,2024-05-04,login,Authentication
638,2024-06-05,assign_task,Task Collaboration
343,2024-05-29,login,Authentication
310,2024-02-12,login,Authentication
662,2024-06-25,login,Authentication
528,2024-01-29,comment,Task Collaboration
540,2024-04-15,login,Authentication
419,2024-04-29,upload_file,File Sharing
444,2024-03-21,login,Authentication
685,2024-01-31,login,Authentication
558,2024-06-10,create_task,Task Management
840,2024-05-07,complete_task,Task Completion
236,2024-02-07,login,Authentication
439,2024-04-10,login,Authentication
214,2024-05-11,upload_file,File Sharing
85,2024-05-09,login,Authentication
794,2024-01-12,comment,Task Collaboration
744,2024-02-04,login,Authentication
85,2024-04-19,create_task,Task Management
921,2024-03-12,login,Authentication
489,2024-05-28,create_task,Task Management
65,2024-04-19,upload_file,File Sharing
646,2024-03-01,upload_file,File Sharing
663,2024-06-11,create_task,Task Management
627,2024-02-17,complete_task,Task Completion
64,2024-05-22,login,Authentication
343,2024-03-11,login,Authentication
939,2024-05-22,assign_task,Task Collaboration
875,2024-05-13,assign_task,Task Collaboration
919,2024-03-08,login,Authentication
352,2024-01-22,assign_task,Task Collaboration
158,2024-02-01,create_task,Task Management
589,2024-05-02,comment,Task Collaboration
491,2024-01-22,upload_file,File Sharing
658,2024-06-03,assign_task,Task Collaboration
855,2024-04-19,login,Authentication
463,2024-01-15,assign_task,Task Collaboration
225,2024-05-03,comment,Task Collaboration
917,2024-02-13,login,Authentication
313,2024-04-24,create_task,Task Management
615,2024-01-09,complete_task,Task Completion
919,2024-02-03,login,Authentication
859,2024-03-13,login,Authentication
813,2024-05-22,login,Authentication
940,2024-02-14,assign_task,Task Collaboration
466,2024-03-12,complete_task,Task Completion
88,2024-02-27,assign_task,Task Collaboration
883,2024-04-24,login,Authentication
303,2024-01-19,assign_task,Task Collaboration
680,2024-01-16,assign_task,Task Collaboration
435,2024-03-15,assign_task,Task Collaboration
682,2024-04-15,login,Authentication
135,2024-05-15,assign_task,Task Collaboration
50,2024-06-09,create_task,Task Management
432,2024-03-14,login,Authentication
340,2024-01-18,create_task,Task Management
347,2024-06-11,complete_task,Task Completion
646,2024-02-12,login,Authentication
347,2024-02-19,complete_task,Task Completion
649,2024-01-03,login,Authentication
245,2024-02-28,comment,Task Collaboration
109,2024-01-28,login,Authentication
825,2024-02-15,login,Authentication
799,2024-03-04,assign_task,Task Collaboration
533,2024-03-10,assign_task,Task Collaboration
90,2024-02-16,upload_file,File Sharing
296,2024-05-21,assign_task,Task Collaboration
112,2024-05-14,assign_task,Task Collaboration
813,2024-06-07,complete_task,Task Completion
589,2024-04-15,create_task,Task Management
177,2024-03-21,login,Authentication
343,2024-02-20,login,Authentication
660,2024-01-29,create_task,Task Management
101,2024-04-22,comment,Task Collaboration
758,2024-05-22,login,Authentication
629,2024-05-07,login,Authentication
604,2024-03-30,login,Authentication
401,2024-01-25,assign_task,Task Collaboration
28,2024-02-10,login,Authentication
937,2024-03-09,login,Authentication
962,2024-01-04,assign_task,Task Collaboration
537,2024-04-14,upload_file,File Sharing
58,2024-01-31,login,Authentication
498,2024-05-10,assign_task,Task Collaboration
297,2024-04-26,login,Authentication
134,2024-03-30,complete_task,Task Completion
331,2024-06-26,login,Authentication
249,2024-05-24,complete_task,Task Completion
550,2024-03-06,complete_task,Task Completion
902,2024-03-28,upload_file,File Sharing
941,2024-01-24,login,Authentication
75,2024-04-08,create_task,Task Management
654,2024-06-08,login,Authentication
834,2024-04-14,integrate_tool,Integrations
168,2024-01-19,upload_file,File Sharing
771,2024-03-06,complete_task,Task Completion
503,2024-02-29,assign_task,Task Collaboration
885,2024-04-24,create_task,Task Management
355,2024-01-15,create_task,Task Management
225,2024-03-25,create_task,Task Management
664,2024-06-11,create_task,Task Management
531,2024-06-03,assign_task,Task Collaboration
146,2024-03-28,complete_task,Task Completion
960,2024-01-07,assign_task,Task Collaboration
241,2024-01-06,integrate_tool,Integrations
884,2024-05-04,integrate_tool,Integrations
893,2024-02-02,create_task,Task Management
344,2024-02-27,login,Authentication
749,2024-06-25,assign_task,Task Collaboration
35,2024-05-24,create_task,Task Management
702,2024-04-19,login,Authentication
1,2024-02-11,create_task,Task Management
996,2024-04-03,complete_task,Task Completion
153,2024-06-16,login,Authentication
429,2024-06-22,comment,Task Collaboration
945,2024-05-08,upload_file,File Sharing
508,2024-03-19,assign_task,Task Collaboration
126,2024-04-04,assign_task,Task Collaboration
491,2024-04-20,comment,Task Collaboration
482,2024-04-06,create_task,Task Management
345,2024-06-28,login,Authentication
912,2024-06-11,complete_task,Task Completion
738,2024-04-28,create_task,Task Management
221,2024-03-09,comment,Task Collaboration
915,2024-05-12,create_task,Task Management
919,2024-05-24,login,Authentication
723,2024-02-21,complete_task,Task Completion
25,2024-05-21,upload_file,File Sharing
528,2024-05-01,login,Authentication
182,2024-01-29,complete_task,Task Completion
499,2024-05-15,comment,Task Collaboration
841,2024-04-13,create_task,Task Management
641,2024-01-01,assign_task,Task Collaboration
42,2024-01-29,login,Authentication
915,2024-06-12,assign_task,Task Collaboration
481,2024-06-27,login,Authentication
930,2024-06-13,create_task,Task Management
848,2024-03-09,assign_task,Task Collaboration
748,2024-02-22,integrate_tool,Integrations
872,2024-05-03,comment,Task Collaboration
439,2024-06-28,login,Authentication
402,2024-03-28,integrate_tool,Integrations
546,2024-03-23,assign_task,Task Collaboration
345,2024-01-12,assign_task,Task Collaboration
893,2024-02-21,login,Authentication
45,2024-05-08,integrate_tool,Integrations
646,2024-05-14,complete_task,Task Completion
21,2024-05-24,upload_file,File Sharing
634,2024-05-06,complete_task,Task Completion
70,2024-06-19,login,Authentication
864,2024-03-11,integrate_tool,Integrations
873,2024-01-17,create_task,Task Management
48,2024-01-03,login,Authentication
491,2024-01-29,comment,Task Collaboration
551,2024-01-22,comment,Task Collaboration
287,2024-06-14,login,Authentication
10,2024-02-23,login,Authentication
542,2024-04-16,login,Authentication
756,2024-06-26,create_task,Task Management
274,2024-03-09,login,Authentication
956,2024-06-06,login,Authentication
600,2024-05-30,create_task,Task Management
756,2024-04-29,complete_task,Task Completion
381,2024-02-16,upload_file,File Sharing
329,2024-05-28,login,Authentication
479,2024-01-20,complete_task,Task Completion
15,2024-05-30,assign_task,Task Collaboration
516,2024-05-28,create_task,Task Management
191,2024-01-21,create_task,Task Management
168,2024-01-01,create_task,Task Management
521,2024-05-22,login,Authentication
621,2024-01-17,create_task,Task Management
137,2024-02-20,create_task,Task Management
154,2024-01-14,create_task,Task Management
388,2024-02-28,upload_file,File Sharing
209,2024-03-23,create_task,Task Management
272,2024-02-19,comment,Task Collaboration
143,2024-05-03,assign_task,Task Collaboration
611,2024-02-03,complete_task,Task Completion
889,2024-01-06,create_task,Task Management
820,2024-04-18,complete_task,Task Completion
69,2024-02-18,upload_file,File Sharing
247,2024-01-06,assign_task,Task Collaboration
261,2024-04-26,comment,Task Collaboration
788,2024-04-27,login,Authentication
79,2024-01-07,complete_task,Task Completion
658,2024-04-06,login,Authentication
623,2024-06-27,assign_task,Task Collaboration
770,2024-04-27,login,Authentication
605,2024-05-08,create_task,Task Management
525,2024-05-20,assign_task,Task Collaboration
772,2024-06-19,complete_task,Task Completion
938,2024-01-27,create_task,Task Management
621,2024-04-25,complete_task,Task Completion
330,2024-05-10,assign_task,Task Collaboration
189,2024-02-27,login,Authentication
95,2024-03-29,login,Authentication
617,2024-04-06,comment,Task Collaboration
8,2024-01-17,login,Authentication
67,2024-06-21,create_task,Task Management
496,2024-04-10,login,Authentication
191,2024-01-29,create_task,Task Management
366,2024-04-11,comment,Task Collaboration
768,2024-05-02,create_task,Task Management
521,2024-02-23,login,Authentication
990,2024-01-27,login,Authentication
117,2024-04-11,create_task,Task Management
267,2024-04-26,login,Authentication
611,2024-04-13,assign_task,Task Collaboration
485,2024-02-14,assign_task,Task Collaboration
509,2024-04-23,login,Authentication
298,2024-03-27,create_task,Task Management
909,2024-01-31,create_task,Task Management
164,2024-06-12,login,Authentication
376,2024-02-06,assign_task,Task Collaboration
653,2024-02-05,login,Authentication
268,2024-04-28,create_task,Task Management
549,2024-01-05,upload_file,File Sharing
74,2024-06-22,login,Authentication
508,2024-02-21,assign_task,Task Collaboration
73,2024-02-18,create_task,Task Management
308,2024-01-06,login,Authentication
199,2024-05-02,comment,Task Collaboration
130,2024-05-17,assign_task,Task Collaboration
758,2024-04-27,create_task,Task Management
824,2024-01-23,comment,Task Collaboration
572,2024-05-24,upload_file,File Sharing
791,2024-04-19,complete_task,Task Completion
615,2024-02-13,assign_task,Task Collaboration
808,2024-02-10,integrate_tool,Integrations
832,2024-05-22,login,Authentication
487,2024-06-20,create_task,Task Management
853,2024-02-19,login,Authentication
151,2024-02-21,login,Authentication
669,2024-03-10,create_task,Task Management
206,2024-05-30,comment,Task Collaboration
986,2024-06-20,create_task,Task Management
179,2024-04-18,comment,Task Collaboration
197,2024-04-27,create_task,Task Management
735,2024-04-18,create_task,Task Management
89,2024-04-04,login,Authentication
799,2024-02-13,create_task,Task Management
434,2024-06-28,login,Authentication
788,2024-03-07,assign_task,Task Collaboration
748,2024-06-04,login,Authentication
183,2024-03-07,login,Authentication
209,2024-01-18,comment,Task Collaboration
493,2024-06-03,create_task,Task Management
130,2024-06-27,create_task,Task Management
665,2024-02-29,login,Authentication
13,2024-03-14,create_task,Task Management
634,2024-02-18,upload_file,File Sharing
871,2024-01-15,integrate_tool,Integrations
732,2024-03-13,comment,Task Collaboration
106,2024-05-22,login,Authentication
375,2024-06-27,comment,Task Collaboration
582,2024-02-17,login,Authentication
707,2024-03-12,login,Authentication
698,2024-04-22,login,Authentication
99,2024-05-08,upload_file,File Sharing
594,2024-05-14,assign_task,Task Collaboration
587,2024-02-22,assign_task,Task Collaboration
886,2024-06-07,comment,Task Collaboration
852,2024-01-18,login,Authentication
192,2024-01-12,create_task,Task Management
325,2024-02-17,assign_task,Task Collaboration
979,2024-01-30,assign_task,Task Collaboration
726,2024-04-06,upload_file,File Sharing
827,2024-01-07,login,Authentication
956,2024-04-01,upload_file,File Sharing
467,2024-04-22,create_task,Task Management
894,2024-01-03,comment,Task Collaboration
367,2024-04-16,create_task,Task Management
318,2024-03-03,complete_task,Task Completion
144,2024-05-13,login,Authentication
384,2024-04-11,comment,Task Collaboration
216,2024-01-15,assign_task,Task Collaboration
361,2024-06-19,login,Authentication
324,2024-03-31,login,Authentication
15,2024-03-21,upload_file,File Sharing
217,2024-05-25,login,Authentication
492,2024-05-29,login,Authentication
951,2024-03-01,complete_task,Task Completion
547,2024-04-29,comment,Task Collaboration
183,2024-03-01,login,Authentication
270,2024-02-22,assign_task,Task Collaboration
945,2024-01-26,create_task,Task Management
467,2024-04-24,upload_file,File Sharing
870,2024-02-09,comment,Task Collaboration
612,2024-03-28,upload_file,File Sharing
519,2024-04-25,login,Authentication
542,2024-05-15,assign_task,Task Collaboration
467,2024-01-21,login,Authentication
305,2024-02-12,login,Authentication
985,2024-01-21,comment,Task Collaboration
144,2024-05-10,login,Authentication
111,2024-01-31,assign_task,Task Collaboration
232,2024-06-03,upload_file,File Sharing
691,2024-01-27,create_task,Task Management
584,2024-03-13,login,Authentication
722,2024-04-06,comment,Task Collaboration
732,2024-06-09,complete_task,Task Completion
592,2024-03-30,comment,Task Collaboration
500,2024-02-13,assign_task,Task Collaboration
595,2024-02-12,login,Authentication
554,2024-01-31,login,Authentication
273,2024-04-26,comment,Task Collaboration
703,2024-03-16,login,Authentication
173,2024-05-24,integrate_tool,Integrations
973,2024-05-22,create_task,Task Management
7,2024-02-03,create_task,Task Management
155,2024-03-20,upload_file,File Sharing
522,2024-01-04,upload_file,File Sharing
546,2024-03-12,assign_task,Task Collaboration
548,2024-04-07,complete_task,Task Completion
921,2024-04-19,complete_task,Task Completion
518,2024-01-28,complete_task,Task Completion
920,2024-05-09,upload_file,File Sharing
914,2024-01-17,comment,Task Collaboration
215,2024-02-27,comment,Task Collaboration
134,2024-05-06,login,Authentication
285,2024-01-09,login,Authentication
126,2024-01-31,login,Authentication
921,2024-03-28,login,Authentication
439,2024-03-02,create_task,Task Management
849,2024-01-19,login,Authentication
686,2024-03-21,complete_task,Task Completion
152,2024-04-16,upload_file,File Sharing
331,2024-02-24,login,Authentication
538,2024-06-04,login,Authentication
383,2024-04-21,upload_file,File Sharing
115,2024-05-02,upload_file,File Sharing
894,2024-06-26,complete_task,Task Completion
482,2024-03-05,complete_task,Task Completion
284,2024-05-03,complete_task,Task Completion
899,2024-01-03,create_task,Task Management
75,2024-06-28,login,Authentication
166,2024-05-17,upload_file,File Sharing
189,2024-01-21,login,Authentication
78,2024-02-06,upload_file,File Sharing
947,2024-01-15,create_task,Task Management
602,2024-03-27,upload_file,File Sharing
688,2024-04-29,login,Authentication
21,2024-05-16,create_task,Task Management
566,2024-02-13,assign_task,Task Collaboration
184,2024-02-08,complete_task,Task Completion
871,2024-05-12,login,Authentication
222,2024-01-25,complete_task,Task Completion
827,2024-02-25,upload_file,File Sharing
328,2024-04-30,comment,Task Collaboration
179,2024-03-30,upload_file,File Sharing
788,2024-03-04,assign_task,Task Collaboration
112,2024-06-28,login,Authentication
736,2024-03-29,login,Authentication
726,2024-04-21,integrate_tool,Integrations
59,2024-03-16,comment,Task Collaboration
327,2024-05-16,login,Authentication
905,2024-05-17,assign_task,Task Collaboration
621,2024-01-10,create_task,Task Management
897,2024-03-02,login,Authentication
669,2024-03-30,create_task,Task Management
191,2024-02-29,login,Authentication
200,2024-05-26,login,Authentication
312,2024-04-16,create_task,Task Management
708,2024-02-07,assign_task,Task Collaboration
35,2024-05-13,login,Authentication
379,2024-05-22,create_task,Task Management
387,2024-02-16,login,Authentication
758,2024-06-21,login,Authentication
237,2024-05-12,login,Authentication
616,2024-03-18,login,Authentication
519,2024-02-22,login,Authentication
283,2024-03-02,upload_file,File Sharing
1,2024-01-23,create_task,Task Management
731,2024-02-13,login,Authentication
464,2024-02-21,login,Authentication
230,2024-02-15,login,Authentication
967,2024-05-26,upload_file,File Sharing
172,2024-03-24,create_task,Task Management
87,2024-02-16,login,Authentication
553,2024-03-31,create_task,Task Management
123,2024-02-21,assign_task,Task Collaboration
843,2024-01-24,login,Authentication
298,2024-05-24,assign_task,Task Collaboration
885,2024-03-29,create_task,Task Management
929,2024-06-22,login,Authentication
690,2024-03-04,comment,Task Collaboration
575,2024-04-28,comment,Task Collaboration
484,2024-06-04,assign_task,Task Collaboration
165,2024-06-26,login,Authentication
699,2024-03-04,create_task,Task Management
383,2024-06-04,create_task,Task Management
209,2024-03-26,comment,Task Collaboration
739,2024-02-25,assign_task,Task Collaboration
432,2024-02-28,login,Authentication
389,2024-05-12,assign_task,Task Collaboration
560,2024-06-20,comment,Task Collaboration
224,2024-06-18,create_task,Task Management
3,2024-05-04,integrate_tool,Integrations
372,2024-02-16,upload_file,File Sharing
687,2024-04-30,login,Authentication
446,2024-06-01,complete_task,Task Completion
611,2024-04-11,create_task,Task Management
116,2024-02-13,comment,Task Collaboration
270,2024-01-15,upload_file,File Sharing
447,2024-04-14,create_task,Task Management
368,2024-02-20,create_task,Task Management
253,2024-02-22,complete_task,Task Completion
317,2024-02-03,login,Authentication
415,2024-05-03,login,Authentication
95,2024-03-17,create_task,Task Management
785,2024-05-15,integrate_tool,Integrations
892,2024-05-02,complete_task,Task Completion
24,2024-03-10,login,Authentication
628,2024-01-21,integrate_tool,Integrations
663,2024-04-17,login,Authentication
850,2024-04-17,complete_task,Task Completion
50,2024-05-14,assign_task,Task Collaboration
502,2024-03-30,login,Authentication
718,2024-03-19,login,Authentication
498,2024-06-25,login,Authentication
335,2024-02-11,login,Authentication
79,2024-05-30,upload_file,File Sharing
582,2024-02-21,login,Authentication
27,2024-04-11,complete_task,Task Completion
271,2024-04-14,assign_task,Task Collaboration
562,2024-03-19,comment,Task Collaboration
804,2024-04-21,login,Authentication
247,2024-04-13,integrate_tool,Integrations
776,2024-01-16,comment,Task Collaboration
591,2024-04-05,integrate_tool,Integrations
387,2024-02-06,complete_task,Task Completion
702,2024-05-25,login,Authentication
559,2024-05-27,login,Authentication
973,2024-02-15,upload_file,File Sharing
361,2024-01-02,integrate_tool,Integrations
866,2024-04-28,assign_task,Task Collaboration
984,2024-03-27,create_task,Task Management
488,2024-04-03,comment,Task Collaboration
352,2024-01-03,login,Authentication
701,2024-06-22,login,Authentication
928,2024-04-20,create_task,Task Management
256,2024-06-25,login,Authentication
222,2024-01-01,create_task,Task Management
884,2024-04-14,complete_task,Task Completion
753,2024-01-22,upload_file,File Sharing
781,2024-05-21,complete_task,Task Completion
1,2024-06-21,upload_file,File Sharing
546,2024-05-13,create_task,Task Management
446,2024-03-05,upload_file,File Sharing
79,2024-01-21,complete_task,Task Completion
236,2024-01-04,complete_task,Task Completion
334,2024-05-10,comment,Task Collaboration
889,2024-04-22,login,Authentication
349,2024-01-30,login,Authentication
98,2024-01-31,login,Authentication
82,2024-06-10,complete_task,Task Completion
502,2024-01-20,create_task,Task Management
967,2024-02-23,integrate_tool,Integrations
477,2024-05-05,create_task,Task Management
927,2024-06-01,comment,Task Collaboration
704,2024-01-15,login,Authentication
765,2024-06-14,login,Authentication
921,2024-05-30,create_task,Task Management
550,2024-06-28,assign_task,Task Collaboration
14,2024-02-26,login,Authentication
392,2024-03-19,upload_file,File Sharing
347,2024-06-28,create_task,Task Management
310,2024-06-11,upload_file,File Sharing
386,2024-01-14,login,Authentication
209,2024-03-31,comment,Task Collaboration
357,2024-01-14,login,Authentication
974,2024-04-08,upload_file,File Sharing
601,2024-02-02,create_task,Task Management
568,2024-06-28,comment,Task Collaboration
94,2024-01-01,complete_task,Task Completion
93,2024-02-03,login,Authentication
340,2024-01-19,login,Authentication
597,2024-05-31,upload_file,File Sharing
445,2024-01-04,assign_task,Task Collaboration
757,2024-06-12,login,Authentication
22,2024-03-17,create_task,Task Management
291,2024-02-27,login,Authentication
485,2024-06-08,login,Authentication
784,2024-05-16,create_task,Task Management
306,2024-04-12,upload_file,File Sharing
634,2024-03-07,create_task,Task Management
128,2024-04-25,assign_task,Task Collaboration
625,2024-05-27,integrate_tool,Integrations
939,2024-04-29,login,Authentication
273,2024-01-22,comment,Task Collaboration
848,2024-04-21,integrate_tool,Integrations
442,2024-03-15,login,Authentication
503,2024-06-24,create_task,Task Management
130,2024-05-15,complete_task,Task Completion
132,2024-05-22,complete_task,Task Completion
597,2024-02-01,login,Authentication
935,2024-03-07,login,Authentication
482,2024-01-04,login,Authentication
862,2024-01-30,create_task,Task Management
390,2024-01-13,create_task,Task Management
593,2024-01-21,assign_task,Task Collaboration
999,2024-02-10,integrate_tool,Integrations
985,2024-04-30,login,Authentication
325,2024-01-19,upload_file,File Sharing
69,2024-02-17,login,Authentication
660,2024-03-26,login,Authentication
448,2024-03-03,create_task,Task Management
528,2024-05-27,login,Authentication
819,2024-02-06,create_task,Task Management
617,2024-01-31,integrate_tool,Integrations
165,2024-03-14,login,Authentication
488,2024-05-25,comment,Task Collaboration
713,2024-04-16,login,Authentication
709,2024-04-12,login,Authentication
426,2024-04-19,assign_task,Task Collaboration
697,2024-01-20,upload_file,File Sharing
834,2024-05-18,create_task,Task Management
265,2024-03-26,assign_task,Task Collaboration
875,2024-02-13,complete_task,Task Completion
612,2024-03-22,upload_file,File Sharing
342,2024-03-04,login,Authentication
832,2024-05-01,comment,Task Collaboration
726,2024-06-10,create_task,Task Management
278,2024-03-27,comment,Task Collaboration
674,2024-03-05,create_task,Task Management
439,2024-02-24,login,Authentication
157,2024-03-14,assign_task,Task Collaboration
422,2024-04-26,create_task,Task Management
251,2024-05-08,create_task,Task Management
878,2024-06-14,integrate_tool,Integrations
609,2024-05-16,integrate_tool,Integrations
530,2024-04-04,create_task,Task Management
327,2024-05-24,create_task,Task Management
961,2024-04-08,create_task,Task Management
895,2024-04-21,create_task,Task Management
97,2024-02-21,complete_task,Task Completion
513,2024-05-25,assign_task,Task Collaboration
216,2024-02-02,login,Authentication
132,2024-01-04,create_task,Task Management
260,2024-03-27,assign_task,Task Collaboration
125,2024-03-15,assign_task,Task Collaboration
82,2024-06-28,assign_task,Task Collaboration
283,2024-01-09,login,Authentication
683,2024-03-04,login,Authentication
59,2024-01-30,login,Authentication
544,2024-05-15,create_task,Task Management
161,2024-05-12,login,Authentication
284,2024-03-16,upload_file,File Sharing
106,2024-05-08,login,Authentication
105,2024-01-15,complete_task,Task Completion
439,2024-03-29,login,Authentication
228,2024-06-14,login,Authentication
700,2024-06-18,create_task,Task Management
582,2024-05-07,login,Authentication
318,2024-06-22,complete_task,Task Completion
464,2024-01-26,login,Authentication
802,2024-03-01,create_task,Task Management
599,2024-05-02,complete_task,Task Completion
882,2024-03-07,create_task,Task Management
874,2024-05-29,login,Authentication
472,2024-01-26,login,Authentication
56,2024-03-23,create_task,Task Management
625,2024-04-17,login,Authentication
13,2024-04-20,create_task,Task Management
440,2024-02-29,upload_file,File Sharing
18,2024-02-08,integrate_tool,Integrations
694,2024-05-02,login,Authentication
973,2024-02-05,login,Authentication
113,2024-01-21,login,Authentication
229,2024-06-17,assign_task,Task Collaboration
171,2024-04-27,create_task,Task Management
295,2024-02-17,upload_file,File Sharing
189,2024-01-26,comment,Task Collaboration
426,2024-02-05,login,Authentication
977,2024-05-31,assign_task,Task Collaboration
79,2024-05-07,login,Authentication
658,2024-05-28,login,Authentication
919,2024-05-25,login,Authentication
182,2024-01-15,login,Authentication
499,2024-03-19,assign_task,Task Collaboration
798,2024-05-13,assign_task,Task Collaboration
762,2024-06-19,login,Authentication
866,2024-06-07,complete_task,Task Completion
826,2024-01-28,create_task,Task Management
708,2024-05-15,login,Authentication
835,2024-06-05,login,Authentication
71,2024-05-28,assign_task,Task Collaboration
248,2024-04-29,complete_task,Task Completion
146,2024-03-28,assign_task,Task Collaboration
618,2024-06-26,complete_task,Task Completion
775,2024-01-31,create_task,Task Management
296,2024-02-16,create_task,Task Management
582,2024-02-03,create_task,Task Management
470,2024-01-02,comment,Task Collaboration
506,2024-04-15,create_task,Task Management
193,2024-04-03,integrate_tool,Integrations
68,2024-03-12,login,Authentication
494,2024-02-21,create_task,Task Management
817,2024-05-14,create_task,Task Management
52,2024-05-26,assign_task,Task Collaboration
882,2024-03-30,login,Authentication
363,2024-04-01,create_task,Task Management
